BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Hoener10","Hoener, M.; Rolles, D.; Aguilar, A.; Bilodeau, R. C.; Esteves, D.; Velasco, P. Olalde; Pe\v{s}i\'{c}, Z. D.; Red, E. & Berrah, N.","Site-selective ionization and relaxation dynamics in heterogeneous nanosystems","Phys. Rev. A",81,,"","021201(R)",2010,"","experiment","","","","","","","American Physical Society","","","","","","","We investigated energy and charge transfer mechanisms as well as fragmentation  dynamics in site-selectively ionized heterogeneous core-shell clusters using a high-resolution  photoelectron-ion coincidence technique. We show that after inner-shell photoionization, energy  or charge is transferred to neighboring atoms and that the subsequent charge localization depends  on the site of ionization. Cluster bulk ionization leads to more distinct fragmentation channels  than surface ionization. We attribute this to different electronic decay, charge localization, and  fragmentation times and conclude that charge transfer and fragmentation dynamics are strongly  influenced by the environment of the initially ionized atom.","","","",""
7,"","Manschwetus10","Manschwetus, B.; Rottke, H.; Steinmeyer, G.; Foucar, L.; Czasch, A.; Schmidt-Böcking, H. & Sandner, W.","Mechanisms underlying strong-field double ionization of argon dimers","Phys. Rev. A",82,,"","013413",2010,"","experiment","","","","","","","American Physical Society","","","","","","","We investigate double ionization of argon dimers in high-intensity ultrashort Ti:sapphire  laser pulses. We are able to identify several strong-field excitation pathways of the dimer that  terminate in atomic ion pairs from a Coulomb explosion. The explosion starts from two-site  double-ionized dimers and from one-site double-ionized ones after radiative charge transfer at small  internuclear separation. One-site double ionization is accomplished by laser-induced charge transfer  in the high-intensity laser pulse following two-site double ionization. The highest energy ion pairs  we observed can be attributed to &ldquo;frustrated triple ionization&rdquo; of the argon dimer.","","","",""
7,"","Ulrich10","Ulrich, B.; Vredenborg, A.; Malakzadeh, A.; Meckel, M.; Cole, K.; Smolarski, M.; Chang, Z.; Jahnke, T. & Dörner, R.","Double-ionization mechanisms of the argon dimer in intense laser fields","Phys. Rev. A",82,,"","013412",2010,"","experiment","","","","","","","American Physical Society","","","","","","","We have measured the two-site double ionization of argon dimers by ultrashort laser pulses  leading to fragmentation into two singly charged argon ions. Contrary to the expectations from a pure  Coulomb explosion following rapid removal of one electron from each of the atoms, we find three distinct  peaks in the kinetic energy release (KER) distribution. By measuring the angular distribution of the  fragment ions and the vector momentum of one of the emitted electrons for circular and linear laser  polarization, we are able to unravel the ionization mechanisms leading to the three features in the KER.  The most abundant one results from tunnel ionization at one site followed by charge-enhanced tunnel  ionization of the second atom. The second mechanism, which leads to a higher KER we identify as  sequential tunnel ionization of both atoms accompanied by excitation. The third mechanism is present  with linearly polarized light only. It is most likely a frustrated triple ionization, where the third  electron does not escape but is trapped in a Rydberg state.","","","",""
7,"","Havermeier10_1","Havermeier, T.; Jahnke, T.; Kreidi, K.; Wallauer, R.; Voss, S.; Schöffler, M.; Schössler, S.; Foucar, L.; Neumann, N.; Titze, J.; Sann, H.; Kühnel, M.; Voigtsberger, J.; Morilla, J. H.; Schöllkopf, W.; Schmidt-Böcking, H.; Grisenti, R. E. & Dörner, R.","Interatomic Coulombic Decay following Photoionization of the Helium Dimer: Observation of Vibrational Structure","Phys. Rev. Lett.",104,,"","133401",2010,"","experiment","","","","","","","American Physical Society","","","","","","","Using synchrotron radiation we simultaneously ionize and excite one helium atom of a helium dimer  (He<sub>2</sub>) in a shakeup process. The populated states of the dimer ion [i.e., He<sup>*+</sup>(n=2,3)-He] are  found to deexcite via interatomic Coulombic decay. This leads to the emission of a second electron from the neutral  site and a subsequent Coulomb explosion. In this Letter we present a measurement of the momenta of fragments that are  created during this reaction. The electron energy distribution and the kinetic energy release of the two He<sup>+</sup> ions show pronounced oscillations which we attribute to the structure of the vibrational wave function of the dimer  ion.","","","",""
5,"","Tchaplyguine11","Tchaplyguine, M.; Öhrwall, G. & Björneholm, O.","Photoelectron Spectroscopy of Free Clusters","Handbook of Nanophysics: Clusters and Fullerenes",,,"","7-1",2011,"","experiment","","","","","","Sattler, K. D.","CRC Press","","","","","",""," ","","","",""
7,"","Arion11","Arion, T.; Mucke, M.; Förstel, M.; Bradshaw, A. M. & Hergenhahn, U.","Interatomic Coulombic decay in mixed NeKr clusters","J. Chem. Phys.",134,,"","074306",2011,"","experiment","","","","","","","AIP","","","","","","","We report the occurrence of interatomic Coulombic decay (ICD) in mixed NeKr clusters.  A well-defined feature ranging from 9 to 12 eV in kinetic energy is observed in coincidence with  the Ne <em>2s</em> photoelectrons. It derives from an ICD process, in which an initial  Ne <em>2s</em> vacancy is filled by a Ne <em>2p</em> electron and an electron is emitted from  a <em>4p</em> level on a neighboring Kr atom. We have studied the dependence of the effect on  photon energy, cluster composition, and cluster size. Interestingly, the ICD electron energy  increases slightly and grows a shoulder on going from 2% to 5% Kr in the coexpansion process,  which we interpret in terms of surface versus bulk effects.","","","",""
7,"","Hergenhahn11","Hergenhahn, U.","Interatomic and Intermolecular Coulombic Decay: The Early Years","J. Electron Spectrosc. Relat. Phenom.",184,,"","78",2011,"","experiment","","","","","","","Elsevier","","","","","","","Autoionization is an important pathway for the relaxation of electronically excited states.  In weakly bonded matter, efficient autoionization channels have been found, in which not only the initially  excited state, but also neighbouring atoms or molecules take part. Since their theoretical prediction in 1997  these processes are known as Interatomic or Intermolecular Coulombic Decay (ICD). The author summarizes the  experimental research on ICD up to the presence. Experiments on inner valence ICD in rare gas clusters, on  cascade ICD after Auger decay and on ICD of satellite states are explicitly discussed. First experiments on  water clusters and on solutes will be reviewed. An outlook on other non-local autoionization processes and  on future directions of ICD research closes the article","","","",""
7,"","Shepperson11","Shepperson, B.; Liu, J.; Ellis, A. M. & Yang, S.","Ionization of Doped Helium Nanodroplets: Residual Helium Attached to Diatomic Cations and Their Clusters","J. Phys. Chem. A",115,,"","7010",2011,"","experiment","","","","","","","American Chemical Society","","","","","","","Electron impact ionization of helium nanodroplets containing a dopant, M, can lead to the  detection of both M<sup>+</sup> and helium-solvated cations of the type M<sup>+</sup>&middot;He<sub>n</sub>  in the gas phase. The observation of helium-doped ions, He<sub>n</sub>M<sup>+</sup>, has the potential to  provide information on the aftermath of the charge transfer process that leads to ion production from the  helium droplet. Here we report on helium attachment to the ions from four common diatomic dopants,  M = N<sub>2</sub>, O<sub>2</sub>, CO, and NO. For experiments carried out with droplets with an average size  of 7500 helium atoms, the monomer cations show little tendency to attach and retain helium atoms on their  journey out of the droplet. By way of contrast, the corresponding cluster cations, M<sub>n</sub><sup>+</sup>,  where n&ge;2, all show a clear affinity for helium and form He<sub>m</sub>M<sub>n</sub><sup>+</sup> cluster  ions. The stark difference between the monomer and cluster ions is attributed to more effective cooling of the  latter in the aftermath of the ionization event.","","","",""
7,"","Seidel11","Seidel, R.; Thürmer, S. & Winter, B.","Photoelectron Spectroscopy Meets Aqueous Solution: Studies from a Vacuum Liquid Microjet","J. Phys. Chem. Lett.",2,,"","633",2011,"","experiment","","","","","","","American Chemical Society","","","","","","","Characterization of the structure and properties of matter would be incomplete  without the detailed knowledge of electronic structure, and yet, for aqueous solutions, not even  the binding energies of the valence electrons are generally known. Thus, fundamental interactions  between solute electronic structure and water, essentially the key to chemical reactivity, have  remained poorly understood. This work describes how, by the development of the vacuum liquid  microjet technique for X-ray photoelectron spectroscopy, electronic structure measurements from  aqueous solutions have advanced to date. Direct and resonant second-order electron emission  processes are discussed in light of the specific electron structure information accessible from  aqueous solutions. Several examples of solutes in their natural aqueous environment will be  presented along with future research directions and prevailing challenges in the field.","","","",""
7,"","Forstel11","Förstel, M.; Mucke, M.; Arion, T.; Bradshaw, A. M. & Hergenhahn, U.","Autoionization mediated by electron transfer","Phys. Rev. Lett.",106,,"","033402",2011,"","experiment","","","","","","","AIP","","","","","","","Electron-electron coincidence spectra of Ar-Kr clusters after photoionization have been  measured. An electron with the kinetic energy range from 0 to approximately 1 eV is found in coincidence  with the Ar<em>3s</em> cluster photoelectron. The low kinetic energy electron can be attributed to  an Ar+Kr<sup>+</sup>+Kr<sup>+</sup> final state which forms after electron transfer mediated decay.  This autoionization mechanism results from a concerted transition involving three different  atoms in a van der Waals cluster; it was predicted theoretically, but hitherto not observed.","","","",""
7,"","Grieves11","Grieves, G. A. & Orlando, T. M.","Intermolecular Coulomb decay at weakly coupled heterogeneous interfaces","Phys. Rev. Lett.",107,,"","016104",2011,"","experiment","","","","","","","American Physical Society","","","","","","","Surface ejection of H<sup>+</sup>(H<sub>2</sub>O)<sub>n=1-8</sub> from low energy  electron irradiated water clusters adsorbed on graphite and graphite with overlayers of Ar, Kr or Xe results from intermolecular Coulomb decay (ICD) at the mixed interface. Inner valence holes in  water (2<em>a</em><sub>1</sub><sup>-1</sup>), Ar (3<em>s</em><sup>-1</sup>),  Kr (4<em>s</em><sup>-1</sup>) and Xe (5<em>s</em><sup>-1</sup>) correlate with the cluster  appearance thresholds and initiate ICD. Proton transfer occurs during or immediately after ICD and  the resultant Coulomb explosion leads to H<sup>+</sup>(H<sub>2</sub>O)<sub>n=1-8</sub> desorption  with kinetic energies that vary with initiating state, final state and inter-atomic/molecular  distances.","","","",""
7,"","Kim11","Kim, H. K.; Titze, J.; Schöffler, M.; Trinter, F.; Waitz, M.; Voigtsberger, J.; Sann, H.; Meckel, M.; Stuck, Ch.; Lenz, U.; Odenweller, M.; Neumann, N.; Schössler, S.; Ullmann-Pfleger, K.; Ulrich, B.; Fraga, R. C.; Petridis, N.; Metz, D.; Jung, A.; Grisenti, R.; Czasch, A.; Jagutzki, O.; Schmidt, L.; Jahnke, T.; Schmidt-Böcking, H. & Dörner, R.","Enhanced production of low energy electrons by alpha particle impact","Proc. Natl. Acad. Sci. U.S.A.",108,,"","11821",2011,"","experiment","","","","","","","Natl. Acad. Sci. USA","","","","","","","Radiation damage to living tissue stems not only from primary ionizing particles but to a substantial  fraction from the dissociative attachment of secondary electrons with energies below the ionization threshold.  We show that the emission yield of those low energy electrons increases dramatically in ion-atom collisions  depending on whether or not the target atoms are isolated or embedded in an environment. Only when the atom that  has been ionized and excited by the primary particle impact is in immediate proximity of another atom is a  fragmentation route known as interatomic Coulombic decay (ICD) enabled. This leads to the emission of a low  energy electron. Over the past decade ICD was explored in several experiments following photoionization. Most  recent results show its observation even in water clusters. Here we show the quantitative role of ICD for the  production of low energy electrons by ion impact, thus approaching a scenario closer to that of radiation damage  by alpha particles: We choose ion energies on the maximum of the Bragg peak where energy is most efficiently  deposited in tissue. We compare the electron production after colliding He<sup>+</sup> ions on isolated Ne atoms  and on Ne dimers (Ne<sub>2</sub>). In the latter case the Ne atom impacted is surrounded by a most simple  environment already opening ICD as a deexcitation channel. As a consequence, we find a dramatically enhanced low  energy electron yield. The results suggest that ICD may have a significant influence on cell survival after  exposure to ionizing radiation.","","","",""
7,"","Ottosson12","Ottosson, N.; Öhrwall, G. & Björneholm, O.","Ultrafast charge delocalization dynamics in aqueous electrolytes: New insights from Auger electron spectroscopy","Chem. Phys. Lett.",543,,"","1",2012,"","experiment","","","","","","","Elsevier","","","","","","","We review the basic principles of ultrafast charge delocalization phenomena in aqueous  electrolytes following core-level photoionization and resonant core-level excitations, and describe  how these processes can be probed using Auger electron spectroscopy. The use of the core-hole clock  method to extract dynamical information from Auger spectra is described. By a number of examples we  demonstrate how the efficiency for ultrafast charge transfer phenomena on the low femtosecond  timescale is determined not only by factors such as charge, polarizability and solvated radius of  the ionic solutes but also by the dominant interactions of the ionized site with its surroundings  in the intermediate state.","","","",""
7,"","Hergenhahn12","Hergenhahn, U.","Production of low kinetic energy electrons and energetic ion pairs by Intermolecular Coulombic Decay","Int. J. Radiat. Biol.",88,,"","871",2012,"","experiment","","","","","","","Taylor & Francis","","","","","","","<em>Purpose</em>: The paper gives an introduction into Interatomic and Intermolecular Coulombic Decay (ICD).  ICD is an autoionization process, which contrary to Auger decay involves neighbouring sites of the initial  vacancy as an integral part of the decay transition. As a result of ICD, slow electrons are produced which are  known to be active in radiation damage. The author summarizes the properties of ICD and reviews a number of  important experiments done in recent years.  <em>Materials and methods</em>: Intermolecular Coulombic Decay can generally take place in weakly bonded aggregates in  the presence of ionizing particles or ionizing radiation. Examples collected here mostly use soft X-rays produced  by synchrotron radiation to ionize, and use rare-gas clusters, water clusters or solutes in a liquid jet to  observe ICD after irradiation.  <em>Results</em>: Intermolecular Coulombic Decay is initiated by single ionization into an excited state. The subsequent  relaxation proceeds via an ultra-fast energy transfer to a neighbouring site, where a second ionization occurs.  Secondary electrons from ICD have clearly been identified in numerous systems. ICD can take place after primary  ionization, as the second step of a decay cascade which also involves Auger decay, or after resonant excitation  with an energy which exceeds the ionization potential of the system.  <em>Conclusions</em>: ICD is expected to play a role whenever particles or radiation with photon energies above the  ionization energies for inner valence electrons are present in weakly bonded matter, e.g. biological tissue.  The process produces at the same time a slow electron and two charged atomic or molecular fragments, which  will lead to structural changes around the ionized site.","","","",""
7,"","Pokapanich12","Pokapanich, W.; Ottosson, N.; Svensson, S.; Öhrwall, G.; Winter, B. & Björneholm, O.","Bond-Breaking, Electron-Pushing and Proton-Pulling: Active and Passive Roles in the Interaction between Aqueous Ions and Water as Manifested in the O1s Auger Decay","J. Phys. Chem. B",116,,"","3",2012,"","experiment","","","","","","","American Chemical Society","","","","","","","A core-ionized H<sub>2</sub>O molecule in liquid water primarily relaxes through normal  Auger decay, leading to a two-hole final state in which both valence holes are localized on the same  water molecule. Electronic coupling to the environment, however, allows for alternative decays  resembling Intermolecular Coulombic Decay (ICD), producing final states with one of the holes  delocalized on a neighboring water molecule. Here we present an experimental study of such minority  processes, which adds to our understanding of dynamic interactions of electronically excited  H<sub>2</sub>O molecules with their local surrounding in liquid water and aqueous solution.  We show that the solvation of metal-halide salts considerably influences these minority decay  channels from the water O 1s<sup>-1</sup> state. By breaking water-water bonds, both the metal  cations and halide anions are found to reduce the decay into water-water delocalized states, thus  having a &ldquo;passive&rdquo; effect on the Auger spectrum. The halide anions also play an &ldquo;active&rdquo; role by  opening a new ICD-like decay pathway into water-halide delocalized states. The importance of this  contribution increases from F<sup>-</sup> to I<sup>-</sup>, which we suggest to be caused by a  directional polarization of the halide anion towards the core-ionized H<sub>2</sub>O<sup>+</sup>  cation in the intermediate state of the Auger process. This increases the electronic overlap between  the two centers and makes delocalized decays more probable. We furthermore show that F<sup>-</sup>,  the smallest and most strongly hydrated of the halides, plays an additional role as proton puller during the core-hole lifetime, resulting in proton dynamics on the low femtosecond time scale. Our  results represent a step forward toward a better understanding of how aqueous solutions, when  exposed to soft X-rays, channel excess energy. This has implications for several aspects of physical  and radiation chemistry, as well as biology.","","","",""
7,"","Golan12","Golan, A & Ahmed, M.","Ionization of Water Clusters is Mediated by Exciton Energy Transfer from Argon Clusters","J. Phys. Chem. Lett.",3,,"","458",2012,"","experiment","","","","","","","American Chemical Society","","","","","","","The exciton energy deposited in an argon cluster, (Ar<sub>n</sub> ,< n=20>) using VUV radiation is  transferred to softly ionize doped water clusters, ((H2O)<sub>n</sub>, n=1-9) leading to the formation of  non-fragmented clusters. Following the initial excitation, electronic energy is channeled to ionize the doped  water cluster while evaporating the Ar shell, allowing identification of fragmented and complete water cluster  ions. Examination of the photoionization efficiency curve shows that cluster evaporation from excitons located  above 12.6 eV are not enough to cool the energized water cluster ion, and leads to their dissociation to  (H2O)<sub>n-2</sub>H<sup>+</sup> (protonated) clusters.","","","",""
7,"","Lange13","Lange, K. & Aziz, E. F.","Electronic structure of ions and molecules in solution: a view from modern soft X-ray spectroscopies","Chem. Soc. Rev.",42,,"","6840",2013,"","experiment","","","","","","","RSC","","","","","","","Soft X-ray spectroscopies are powerful tools for probing the local electronic and molecular orbital structures of materials in different phases and various environments. While modern spectroscopic tools using  soft X-ray synchrotron photons perspicuously reveal the molecular orbital (MO) structure in detail, structures  remain widely unknown in the liquid phase since many of these techniques could only be applied to solutions  very recently. Furthermore, the interactions and dynamics of molecules in the liquid phase are especially  complicated compared to those in gas and solid phases and thereby impede the understanding of functional  materials in solution. This review presents recent developments using soft X-ray radiation for probing the  electronic structure of ions and molecules in solution. The presented X-ray absorption, emission, and  photo-electron spectroscopy studies exhibit the powerful contributions of soft X-ray liquid spectroscopies  in the last few years.","","","",""
7,"","Kocisek13","Ko\v{c}i\v{s}ek, J.; Lengyel, J.; F\'{a}rn\'{i}k, M. & Slav\'{i}\v{c}ek, P.","Energy and charge transfer in ionized argon coated water clusters","J. Chem. Phys.",139,,"","214308",2013,"","experiment","","","","","","","AIP","","","","","","","We investigate the electron ionization of clusters generated in mixed Ar-water expansions. The electron  energy dependent ion yields reveal the neutral cluster composition and structure: water clusters fully covered with  the Ar solvation shell are formed under certain expansion conditions. The argon atoms shield the embedded  (H<sub>2</sub>O)<sub>n</sub> clusters resulting in the ionization threshold above &asymp;15 eV for all fragments.  The argon atoms also mediate more complex reactions in the clusters: e.g., the charge transfer between Ar<sup>+</sup>  and water occurs above the threshold; at higher electron energies above &sim;28 eV, an excitonic transfer process  between Ar<sup>+&lowast;</sup> and water opens leading to new products Ar<sub>n</sub>H<sup>+</sup> and  (H<sub>2</sub>O)<sub>n</sub>H<sup>+</sup>. On the other hand, the excitonic transfer from the neutral  Ar<sup>&lowast;</sup> state at lower energies is not observed although this resonant process was demonstrated previously in a photoionization experiment. Doubly charged fragments (H<sub>2</sub>O)<sub>n</sub>H<sub>2</sub><sup>2+</sup> and (H<sub>2</sub>O)<sub>n</sub><sup>2+</sup> ions are observed and Intermolecular Coulomb decay (ICD) processes are  invoked to explain their thresholds. The Coulomb explosion of the doubly charged cluster formed within the ICD process  is prevented by the stabilization effect of the argon solvent.","","","",""
7,"","Forstel13","Förstel, M.; Arion, T. & Hergenhahn, U.","Measuring the efficiency of interatomic Coulombic decay in Ne clusters","J. Electron Spectrosc. Relat. Phenom.",191,,"","16",2013,"","experiment","","","","","","","Elsevier","","","","","","","The efficiency of interatomic coulombic decay (ICD) in Neon clusters with a mean size of  &lang;N&rang;=480 is measured directly. By detecting the photoelectrons and the ICD electrons in coincidence and  normalizing their ratio using the detection probability of the respective electrons we show that the relaxation of  Ne 2s vacancies in Ne clusters by ICD has an efficiency of unity.","","","",""
7,"","Nagaya13","Nagaya, K.; Sugishima, A.; Iwayama, H.; Murakami, H.; Yao, M.; Fukuzawa, H.; Liu, X.-J.; Motomura, K.; Ueda, K.; Saito, N.; Foucar, L.; Rudenko, A.; Kurka, M.; Kühne, K.-U.; Ullrich, J.; Czasch, A.; Dörner, R.; Feifel, R.; Nagasono, M.; Higashiya, A.; Yabashi, M.; Ishikawa, T.; Togashi, T.; Kimura, H. & Ohashi, H.","Unusual under-threshold ionization of neon clusters studied by ion spectroscopy","J. Phys. B: At. Mol. Opt. Phys.",46,,"","164023",2013,"","experiment","","","","","","","IOP","","","","","","","We carried out time-of-flight mass spectrometry for neon clusters that were exposed to intense free electron laser pulses with the wavelength  of 62 nm, which induce optical transition from the ground state (2s<sup>2</sup> 2p<sup>6</sup>) to an excited state (2s<sup>2</sup> 2p<sup>5</sup>5 <em>nl</em> )  in the Ne atoms. In contrast to Ne<sup>+</sup> ions produced by two-photon absorption from isolated Ne atoms, the Ne<sup>+</sup> ion yield from Ne clusters  shows a linear dependence on the laser intensity (<em>I</em>). We discuss the ionization mechanisms which give the linear behaviour with respect to <em>I</em>  and expected features in the electron emission spectrum.","","","",""
7,"","Kimura13b","Kimura, K.; Fukuzawa, H.; Tachibana, T.; Ito, Y.; Mondal, S.; Okunishi, M.; Schöffler, M.; Williams, J.; Jiang, Y.; Tamenori, Y.; Saito, N. & Ueda, K.","Controlling Low-energy Electron Emission via Resonant-Auger-induced Interatomic Coulombic Decay","J. Phys. Chem. Lett.",4,,"","1838",2013,"","experiment","","","","","","","American Chemical Society","","","","","","","We have investigated Interatomic Coulombic Decay (ICD) after resonant Auger decay in Ar<sub>2</sub>,   ArKr and ArXe following 2<em>p</em><sub>3/2</sub>&#8594;4<em>s</em> and 2<em>p</em><sub>3/2</sub>&#8594;3<em>d</em>   excitations in Ar, using momentum resolved electron-ion-ion coincidence. The results illustrate that ICD induced by   the resonant Auger decay is a well-controlled way of producing energy-selected slow electrons at a specific site.","","","",""
7,"","OKeeffe13","O'Keeffe, P.; Ripani, E.; Bolognesi, P.; Coreno, M.; Devetta, M.; Callegari, C.; Di Fraia, M.; Prince, K. C.; Richter, R.; Alagia, M.; Kivimäki, A. & Avaldi, L.","The Role of the Partner Atom and Resonant Excitation Energy in Interatomic Coulombic Decay in Rare Gas Dimers","J. Phys. Chem. Lett.",4,,"","1797",2013,"","experiment","","","","","","","American Chemical Society","","","","","","","We provide experimental evidence for Interatomic Coulombic Decay (ICD) in mixed rare gas dimers following   resonant Auger decay. A velocity map imaging apparatus together with a cooled supersonic beam containing   Ar<sub>2</sub> and NeAr dimers was used to record the energy and angular distributions of electrons in coincidence   with two mass selected ions following the excitation of a number of resonances converging to the   2<em>p</em><sub>3/2</sub><sup>-1</sup> threshold using synchrotron radiation. It is shown that the ICD process can   be controlled by the choice of the partner atom in the dimer or of the resonance which triggers the resonant Auger   decay.","","","",""
7,"","Patanen13","Patanen, M.; Nicolas, Ch.; Liu, X.-J.; Travnikova, O. & Miron, C.","Structural characterization of small Xe clusters using their 5s correlation satellite electron spectrum","Phys. Chem. Chem. Phys.",15,,"","10112",2013,"","experiment","","","","","","","RSC","","","","","","","The Xe 5s photoelectron spectrum and 5p<sup>4</sup><em>nl</em> correlation satellites have been studied  in small Xe clusters of an average size of about 15 atoms. The satellite structures are interpreted with the help  of the atomic Xe lines. Transition energy shifts between the atomic and the corner/edge/face/bulk components in  clusters are divided into polarization screening and exchange interaction energy. Interestingly enough, the ratios  between corner/edge/face/bulk polarization screening and exchange interaction energies are found to reflect the  ratios of the coordination numbers of corner/edge/face/bulk atoms in these small icosahedral cluster structures.","","","",""
7,"","Kim13","Kim, H. K.; Gassert, H.; Schöffler, M. S.; Titze, J. N.; Waitz, M.; Voigtsberger, J.; Trinter, F.; Becht, J.; Kalinin, A.; Neumann, N.; Zhou, C.; Schmidt, L.Ph.H.; Jagutzki, O.; Czasch, A.; Merabet, H.; Schmidt-Böcking, H.; Jahnke, T.; Cassimi, A. & Dörner, R.","Ion-impact-induced interatomic Coulombic decay in neon and argon dimers","Phys. Rev. A",88,,"","042707",2013,"","experiment","","","","","","","American Physical Society","","","","","","","We investigate the contribution of interatomic Coulombic decay induced by ion impact in neon and argon  dimers (Ne<sub>2</sub> and Ar<sub>2</sub>) to the production of low-energy electrons. Our experiments cover a broad  range of perturbation strengths and reaction channels. We use 11.37 MeV/u S<sup>14+</sup>, 0.125 MeV/u  He<sup>1+</sup>, 0.1625 MeV/u He<sup>1+</sup> and 0.150 MeV/u He<sup>2+</sup> as projectiles and study ionization,  single and double electron transfer to the projectile, as well as projectile electron loss processes.  The application of a COLTRIMS reaction microscope enables us to retrieve the three-dimensional momentum vectors of  the ion pairs of the fragmenting dimer into Ne<sup>q+</sup>/Ne<sup>1+</sup> and Ar<sup>q+</sup>/Ar<sup>1+</sup>  (q = 1, 2, 3) in coincidence with at least one emitted electron.","","","",""
7,"","Kimura13a","Kimura, K.; Fukuzawa, H.; Sakai, K.; Mondal, S.; Kukk, E.; Kono, Y.; Nagaoka, S.; Tamenori, Y.; Saito, N. & Ueda, K.","Efficient site-specific low-energy electron production via interatomic Coulombic decay following resonant Auger decay in argon dimers","Phys. Rev. A",87,,"","043414",2013,"","experiment","","","","","","","American Physical Society","","","","","","","We identified interatomic Coulombic decay (ICD) channels in argon dimers after spectator-type resonant   Auger decay 2<em>p</em><sup>-1</sup>3<em>d</em>&#8594;3<em>p</em><sup>-2</sup>3<em>d</em>,4<em>d</em> in one of the atoms,  using momentum-resolved electron-ion-ion coincidence. The results illustrate that the resonant core excitation is   a very efficient way of producing slow electrons at a specific site, which may cause localized radiation damage.   We find also that ICD rate for 3<em>p</em><sup>-2</sup>4<em>d</em> is significantly lower than that for   3<em>p</em><sup>-2</sup>3<em>d</em>.","","","",""
7,"","Yan13","Yan, S.; Zhang, P.; Ma, X.; Xu, S.; Li, B.; Zhu, X. L.; Feng, W. T.; Zhang, S. F.; Zhao, D. M.; Zhang, R.; Guo, D. & Liu, H. P.","Observation of interatomic Coulombic decay and electron-transfer-mediated decay in high-energy electron-impact ionization of Ar<sub>2</sub>","Phys. Rev. A",88,,"","042712",2013,"","experiment","","","","","","","American Physical Society","","","","","","","We measured the kinetic energy distributions of the fragment ions of doubly and quadruply ionized argon  dimers using 3000 eV electron impact. For the dissociation of (Ar<sub>2</sub>)<sup>2+</sup>, the peak that indicates  radiative charge transfer is observed, where the outer-shell ionization (dominant in highly charged ion collision)  and the inner-shell ionization (preferential in x-ray experiments) have approximately equal contributions. For the  dissociation of (Ar<sub>2</sub>)<sup>4+</sup>, the interatomic Coulombic decay and electron-transfer-mediated decay  are first observed in the electron-impact process.","","","",""
7,"","Trinter14","Trinter, F.; Schöffler, M. S.; Kim, H. K.; Sturm, F. P.; Cole, K.; Neumann, N.; Vredenborg, A.; Williams, J.; Bocharova, I.; Guillemin, R.; Simon, M.; Belkacem, A.; Landers, A. L.; Weber, Th.; Schmidt-Böcking, H.; Dörner, R. & Jahnke, T.","Resonant Auger decay driving intermolecular Coulombic decay in molecular dimers","Nature",505,,"","664",2014,"","experiment","","","","","","","Nature Research","","","","","","","In 1997, it was predicted that an electronically excited atom or molecule placed in a loosely bound  chemical system (such as a hydrogen-bonded or van-der-Waals-bonded cluster) could efficiently decay by transferring its  excess energy to a neighbouring species that would then emit a low-energy electron. This intermolecular Coulombic decay  (ICD) process has since been shown to be a common phenomenon, raising questions about its role in DNA damage induced by  ionizing radiation, in which low-energy electrons are known to play an important part. It was recently suggested that  ICD can be triggered efficiently and site-selectively by resonantly core-exciting a target atom, which then transforms  through Auger decay into an ionic species with sufficiently high excitation energy to permit ICD to occur. Here we show  experimentally that resonant Auger decay can indeed trigger ICD in dimers of both molecular nitrogen and carbon monoxide.  By using ion and electron momentum spectroscopy to measure simultaneously the charged species created in the  resonant-Auger-driven ICD cascade, we find that ICD occurs in less time than the 20 femtoseconds it would take for  individual molecules to undergo dissociation. Our experimental confirmation of this process and its efficiency may  trigger renewed efforts to develop resonant X-ray excitation schemes for more localized and targeted cancer radiation  therapy.","","","",""
7,"","Knie14","Knie, A.; Hans, A.; Förstel, M.; Hergenhahn, U.; Schmidt, Ph.; Reiß, Ph.; Ozga, Ch.; Kambs, B.; Trinter, F.; Voigtsberger, J.; Metz, D.; Jahnke, T.; Dörner, R.; Kuleff, A. I.; Cederbaum, L. S.; Demekhin, Ph. V. & Ehresmann, A.","Detecting ultrafast interatomic electronic processes in media by fluorescence","New J. Phys.",16,,"","102002",2014,"","experiment","","","","","","","IOP","","","","","","","Interatomic coulombic decay (ICD), a radiationless transition in weakly bonded systems, such as solutes or  van der Waals bound aggregates, is an effective source for electrons of low kinetic energy. So far, the ICD processes  could only be probed in ultra-high vacuum by using electron and/or ion spectroscopy. Here we show that resonant ICD  processes can also be detected by measuring the subsequently emitted characteristic fluorescence radiation, which makes  their study in dense media possible.","","","",""
